event_id,company_id,date,sentence_count,sentiment_positive,sentiment_negative,sentiment_neutral,net_sentiment,section,sentiment_label,management_net_sentiment,analyst_net_sentiment
252685,11150,2025-01-15,310,0.18958831614243887,0.08182817752052458,0.7285835048183799,0.10776013862191429,all,positive,0.11937686809044529,0.08621444611462076
351381,4784,2019-05-08,373,0.29011345781815356,0.06100200319003524,0.648884536723429,0.22911145462811833,all,positive,,
